"","ブラウザ - 左クリック","メール - 左クリック","ファイル操作 - 左クリック","調査　 - 左クリック","ＳＱＬサーバ　 - 左クリック","エクセル - 左クリック","ワード・パワポ - 左クリック","文書閲覧　 - 左クリック","テスト　 - 左クリック","プログラミング・デバッグ - 左クリック","登録外 - 左クリック"
"2013年02月12日12時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時50分","0","0","0","0","0","0","0","0","0","0","0"
