"","打鍵回数","左クリック","右クリック"
"2013年02月06日12時05分","0","0","0"
"2013年02月06日12時10分","0","0","0"
"2013年02月06日13時00分","0","0","0"
"2013年02月06日13時05分","0","28","2"
"2013年02月06日13時10分","0","9","1"
"2013年02月06日13時15分","0","9","0"
"2013年02月06日13時20分","25","31","0"
"2013年02月06日13時25分","13","30","1"
"2013年02月06日13時30分","27","3","0"
"2013年02月06日13時35分","25","5","0"
"2013年02月06日13時40分","0","6","1"
"2013年02月06日13時45分","37","45","0"
"2013年02月06日13時50分","1","36","3"
"2013年02月06日13時55分","9","41","2"
"2013年02月06日14時00分","3","15","1"
"2013年02月06日14時05分","0","9","1"
"2013年02月06日14時10分","0","0","0"
"2013年02月06日14時15分","2","9","0"
"2013年02月06日14時20分","0","12","0"
"2013年02月06日14時25分","0","15","0"
"2013年02月06日14時30分","0","27","4"
"2013年02月06日14時35分","0","20","2"
"2013年02月06日14時40分","0","12","4"
"2013年02月06日14時45分","24","40","1"
"2013年02月06日14時50分","0","15","0"
"2013年02月06日14時55分","93","16","3"
"2013年02月06日15時00分","28","35","3"
"2013年02月06日15時05分","71","24","0"
"2013年02月06日15時10分","32","31","3"
"2013年02月06日15時15分","19","23","1"
"2013年02月06日15時20分","75","39","1"
"2013年02月06日15時25分","1","30","0"
"2013年02月06日15時30分","0","2","0"
"2013年02月06日15時35分","1","19","2"
"2013年02月06日15時40分","0","8","0"
"2013年02月06日15時45分","26","38","1"
"2013年02月06日15時50分","4","38","4"
"2013年02月06日15時55分","61","23","2"
"2013年02月06日16時00分","0","19","0"
"2013年02月06日16時05分","31","30","0"
"2013年02月06日16時10分","4","29","0"
"2013年02月06日16時15分","2","27","0"
"2013年02月06日16時20分","9","10","0"
"2013年02月06日16時25分","3","35","0"
"2013年02月06日16時30分","0","20","1"
"2013年02月06日16時35分","5","15","0"
"2013年02月06日16時40分","0","3","0"
"2013年02月06日16時45分","1","22","0"
"2013年02月06日16時50分","0","39","3"
"2013年02月06日16時55分","0","44","3"
"2013年02月06日17時00分","0","40","3"
"2013年02月06日17時05分","2","40","3"
"2013年02月06日17時10分","0","42","3"
"2013年02月06日17時15分","1","44","1"
"2013年02月06日17時20分","2","56","0"
"2013年02月06日17時25分","15","47","2"
"2013年02月06日17時30分","0","74","17"
"2013年02月06日17時35分","0","0","0"
"2013年02月06日17時40分","61","63","6"
"2013年02月06日17時45分","47","50","0"
"2013年02月06日17時50分","2","31","2"
"2013年02月06日17時55分","0","21","1"
"2013年02月06日18時00分","0","23","1"
"2013年02月06日18時05分","0","4","0"
"2013年02月06日18時10分","0","0","0"
"2013年02月06日18時15分","0","18","0"
"2013年02月06日18時20分","0","33","2"
"2013年02月06日18時25分","10","33","0"
"2013年02月06日18時30分","45","24","1"
"2013年02月06日18時35分","97","40","2"
"2013年02月07日09時05分","44","78","5"
