Task,StartTime,EndTime,LeftClicks,RightClicks,Keystrokes
Other,20130206:092042,20130206:092044,2,0,0
FileOperation,20130206:092044,20130206:092049,4,0,0
FileOperation,20130206:092049,20130206:092050,2,0,0
FileOperation,20130206:092050,20130206:092052,1,0,0
FileOperation,20130206:092052,20130206:092053,1,0,0
FileOperation,20130206:092053,20130206:092056,3,0,0
FileOperation,20130206:092056,20130206:092057,1,0,0
FileOperation,20130206:092057,20130206:092101,3,0,0
FileOperation,20130206:092101,20130206:092103,3,0,0
FileOperation,20130206:092103,20130206:092104,1,0,0
FileOperation,20130206:092104,20130206:092107,2,0,0
FileOperation,20130206:092107,20130206:092108,0,1,0
FileOperation,20130206:092108,20130206:092109,1,0,0
FileOperation,20130206:092109,20130206:092110,0,0,1
Other,20130206:092110,20130206:092111,1,0,0
FileOperation,20130206:092111,20130206:092112,2,0,0
Other,20130206:092112,20130206:092113,1,0,0
FileOperation,20130206:092113,20130206:092116,3,0,0
FileOperation,20130206:092116,20130206:092120,2,0,0
FileOperation,20130206:092120,20130206:092121,1,0,0
FileOperation,20130206:092121,20130206:092122,2,0,0
FileOperation,20130206:092122,20130206:092123,2,0,0
FileOperation,20130206:092123,20130206:092125,1,0,0
FileOperation,20130206:092125,20130206:092127,3,0,0
FileOperation,20130206:092127,20130206:092128,1,0,0
FileOperation,20130206:092128,20130206:092130,2,0,0
FileOperation,20130206:092130,20130206:092132,3,0,0
FileOperation,20130206:092132,20130206:092133,2,0,0
FileOperation,20130206:092133,20130206:092134,1,0,0
FileOperation,20130206:092134,20130206:092135,2,0,0
FileOperation,20130206:092135,20130206:092205,2,0,0
FileOperation,20130206:092205,20130206:092206,2,0,0
FileOperation,20130206:092206,20130206:092207,2,0,0
FileOperation,20130206:092207,20130206:092208,2,0,0
FileOperation,20130206:092208,20130206:092209,1,0,0
FileOperation,20130206:092209,20130206:092210,1,0,0
FileOperation,20130206:092210,20130206:092211,1,0,0
FileOperation,20130206:092211,20130206:092213,1,0,0
FileOperation,20130206:092213,20130206:092215,2,0,0
FileOperation,20130206:092215,20130206:092216,2,0,0
FileOperation,20130206:092216,20130206:092218,2,0,0
FileOperation,20130206:092218,20130206:092219,1,0,0
FileOperation,20130206:092219,20130206:092221,4,0,0
FileOperation,20130206:092221,20130206:092222,0,0,0
FileOperation,20130206:092222,20130206:092223,3,0,0
FileOperation,20130206:092223,20130206:092225,2,0,0
FileOperation,20130206:092225,20130206:092226,2,0,0
FileOperation,20130206:092226,20130206:092227,2,0,0
FileOperation,20130206:092227,20130206:092231,2,0,0
FileOperation,20130206:092231,20130206:092232,2,0,0
FileOperation,20130206:092232,20130206:092233,2,0,0
FileOperation,20130206:092233,20130206:092240,2,0,0
Other,20130206:092240,20130206:092251,2,0,0
FileOperation,20130206:092251,20130206:092252,0,0,2
FileOperation,20130206:092252,20130206:092258,5,0,0
FileOperation,20130206:092258,20130206:092308,1,0,0
FileOperation,20130206:092308,20130206:092311,2,0,0
FileOperation,20130206:092311,20130206:092315,1,0,0
FileOperation,20130206:092315,20130206:092316,1,0,0
FileOperation,20130206:092316,20130206:092319,2,0,1
FileOperation,20130206:092319,20130206:092320,1,0,0
FileOperation,20130206:092320,20130206:092321,2,0,0
FileOperation,20130206:092321,20130206:092323,1,0,0
FileOperation,20130206:092323,20130206:092325,1,0,0
FileOperation,20130206:092325,20130206:092327,2,0,0
FileOperation,20130206:092327,20130206:092335,0,0,36
FileOperation,20130206:092335,20130206:092336,1,0,0
FileOperation,20130206:092336,20130206:092337,1,1,2
FileOperation,20130206:092337,20130206:092338,0,0,0
FileOperation,20130206:092338,20130206:092340,1,0,0
FileOperation,20130206:092340,20130206:092345,2,1,1
Testing,20130206:092345,20130206:092346,0,0,0
Testing,20130206:092346,20130206:092351,4,0,0
FileOperation,20130206:092351,20130206:092352,1,0,0
FileOperation,20130206:092352,20130206:092353,2,0,0
FileOperation,20130206:092353,20130206:092355,2,0,0
FileOperation,20130206:092355,20130206:092356,0,0,0
FileOperation,20130206:092356,20130206:092357,1,0,0
FileOperation,20130206:092357,20130206:092358,3,0,0
FileOperation,20130206:092358,20130206:092401,2,0,0
FileOperation,20130206:092401,20130206:092403,2,0,4
FileOperation,20130206:092403,20130206:092405,1,0,4
FileOperation,20130206:092405,20130206:092407,1,0,0
FileOperation,20130206:092407,20130206:092408,1,0,0
FileOperation,20130206:092408,20130206:092411,2,1,1
Testing,20130206:092411,20130206:092412,2,0,0
Testing,20130206:092412,20130206:092413,0,0,0
Testing,20130206:092413,20130206:092442,7,0,0
FileOperation,20130206:092442,20130206:092445,1,1,0
Other,20130206:092445,20130206:092453,1,0,0
Testing,20130206:092453,20130206:092458,2,0,0
Other,20130206:092458,20130206:092500,0,0,0
Other,20130206:092500,20130206:092506,1,0,0
Testing,20130206:092506,20130206:092529,1,0,0
FileOperation,20130206:092529,20130206:092532,0,0,0
Database,20130206:092532,20130206:092533,0,0,0
Database,20130206:092533,20130206:092535,1,0,0
Database,20130206:092535,20130206:092604,9,1,29
Testing,20130206:092604,20130206:092608,2,0,2
Other,20130206:092608,20130206:092614,1,0,0
Testing,20130206:092614,20130206:092618,2,0,2
Other,20130206:092618,20130206:092620,1,0,0
Testing,20130206:092620,20130206:092630,4,0,2
Other,20130206:092630,20130206:092634,2,0,4
Testing,20130206:092634,20130206:092635,0,0,0
Testing,20130206:092635,20130206:092640,4,0,0
Other,20130206:092640,20130206:092641,1,0,0
Database,20130206:092641,20130206:092642,1,0,2
Testing,20130206:092642,20130206:092743,20,3,1
FileOperation,20130206:092743,20130206:092744,2,0,0
FileOperation,20130206:092744,20130206:092745,1,0,0
FileOperation,20130206:092745,20130206:092746,1,0,0
FileOperation,20130206:092746,20130206:092748,2,0,0
FileOperation,20130206:092748,20130206:092750,3,0,0
FileOperation,20130206:092750,20130206:092753,4,0,0
FileOperation,20130206:092753,20130206:092754,2,0,0
FileOperation,20130206:092754,20130206:092755,2,0,0
FileOperation,20130206:092755,20130206:092756,1,0,0
FileOperation,20130206:092756,20130206:092757,3,0,0
FileOperation,20130206:092757,20130206:092758,2,0,0
FileOperation,20130206:092758,20130206:092759,1,0,0
FileOperation,20130206:092759,20130206:092800,3,0,0
FileOperation,20130206:092800,20130206:092801,2,0,0
FileOperation,20130206:092801,20130206:092802,1,0,0
FileOperation,20130206:092802,20130206:092807,2,0,0
FileOperation,20130206:092807,20130206:092812,0,0,23
FileOperation,20130206:092812,20130206:092814,3,0,0
FileOperation,20130206:092814,20130206:092816,2,0,0
FileOperation,20130206:092816,20130206:092818,3,0,0
FileOperation,20130206:092818,20130206:092822,1,0,6
FileOperation,20130206:092822,20130206:092823,0,0,2
FileOperation,20130206:092823,20130206:092824,0,0,2
FileOperation,20130206:092824,20130206:092827,1,1,0
FileOperation,20130206:092827,20130206:092829,1,0,0
Other,20130206:092829,20130206:092831,2,0,0
FileOperation,20130206:092831,20130206:092832,0,0,0
Other,20130206:092832,20130206:092834,1,0,0
FileOperation,20130206:092834,20130206:092836,2,0,0
FileOperation,20130206:092836,20130206:092837,0,0,0
Other,20130206:092837,20130206:092840,2,0,0
FileOperation,20130206:092840,20130206:092841,0,0,0
Other,20130206:092841,20130206:092843,1,0,0
FileOperation,20130206:092843,20130206:092844,0,0,0
Other,20130206:092844,20130206:092849,0,0,0
FileOperation,20130206:092849,20130206:092850,1,0,0
FileOperation,20130206:092850,20130206:092852,2,0,0
FileOperation,20130206:092852,20130206:092853,2,0,0
FileOperation,20130206:092853,20130206:092854,1,0,0
FileOperation,20130206:092854,20130206:092855,2,0,0
FileOperation,20130206:092855,20130206:092856,2,0,0
FileOperation,20130206:092856,20130206:092859,6,0,0
FileOperation,20130206:092859,20130206:092900,1,0,0
FileOperation,20130206:092900,20130206:092901,1,0,0
FileOperation,20130206:092901,20130206:092902,1,0,2
Testing,20130206:092902,20130206:093000,32,2,0
Testing,20130206:093000,20130206:093357,143,12,16
FileOperation,20130206:093357,20130206:093412,1,0,0
FileOperation,20130206:093412,20130206:093414,2,0,0
FileOperation,20130206:093414,20130206:093421,7,1,6
FileOperation,20130206:093421,20130206:093422,1,0,0
FileOperation,20130206:093422,20130206:093423,2,0,0
FileOperation,20130206:093423,20130206:093425,1,0,0
FileOperation,20130206:093426,20130206:093428,1,0,0
FileOperation,20130206:093428,20130206:093429,1,0,0
FileOperation,20130206:093429,20130206:093432,0,1,2
FileOperation,20130206:093432,20130206:093437,1,0,0
FileOperation,20130206:093437,20130206:093438,0,0,0
Other,20130206:093438,20130206:093439,1,0,2
Testing,20130206:093439,20130206:093500,14,0,0
Testing,20130206:093500,20130206:094000,130,12,29
Testing,20130206:094000,20130206:094342,59,0,60
FileOperation,20130206:094342,20130206:094344,1,0,0
FileOperation,20130206:094344,20130206:094351,6,0,0
FileOperation,20130206:094351,20130206:094352,0,0,0
FileOperation,20130206:094352,20130206:094354,1,0,1
FileOperation,20130206:094354,20130206:094355,0,0,1
FileOperation,20130206:094355,20130206:094404,3,1,0
Other,20130206:094404,20130206:094408,2,0,0
FileOperation,20130206:094408,20130206:094411,2,1,1
Testing,20130206:094411,20130206:094415,2,0,0
Testing,20130206:094415,20130206:094449,3,1,2
FileOperation,20130206:094449,20130206:094457,2,0,32
FileOperation,20130206:094457,20130206:094458,0,0,1
FileOperation,20130206:094458,20130206:094500,1,0,2
FileOperation,20130206:094500,20130206:094502,3,0,0
FileOperation,20130206:094502,20130206:094503,1,0,2
FileOperation,20130206:094503,20130206:094505,2,0,2
FileOperation,20130206:094505,20130206:094506,1,0,0
FileOperation,20130206:094506,20130206:094507,1,0,0
FileOperation,20130206:094507,20130206:094511,3,1,1
Testing,20130206:094511,20130206:094512,0,0,0
Testing,20130206:094512,20130206:094514,2,0,0
Testing,20130206:094514,20130206:094528,2,1,2
FileOperation,20130206:094528,20130206:094529,1,0,0
FileOperation,20130206:094529,20130206:094530,2,0,0
FileOperation,20130206:094530,20130206:094532,2,0,2
FileOperation,20130206:094532,20130206:094533,2,0,0
FileOperation,20130206:094533,20130206:094534,0,0,2
FileOperation,20130206:094534,20130206:094535,1,0,0
FileOperation,20130206:094535,20130206:094537,1,0,0
Database,20130206:094537,20130206:094546,6,1,4
FileOperation,20130206:094547,20130206:094548,0,0,0
Other,20130206:094548,20130206:094554,1,0,2
Database,20130206:094555,20130206:094557,1,0,0
FileOperation,20130206:094557,20130206:094559,2,0,0
FileOperation,20130206:094559,20130206:094600,0,1,0
FileOperation,20130206:094600,20130206:094605,1,0,0
Other,20130206:094605,20130206:094606,0,0,0
FileOperation,20130206:094606,20130206:094608,2,0,0
Browser,20130206:094608,20130206:094609,1,0,0
Browser,20130206:094609,20130206:094619,1,0,0
Browser,20130206:094619,20130206:094620,0,0,0
Browser,20130206:094620,20130206:094624,2,0,0
Browser,20130206:094624,20130206:094625,0,0,0
Browser,20130206:094625,20130206:094636,8,0,0
Browser,20130206:094636,20130206:094644,2,0,0
